Level;Code;Code;Description;Self-explanatory texts in English;Self-explanatory texts in French;Self-explanatory texts in German
5;620439000080;6204.39;-- De las demás materias textiles;Women's or girls' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, wind-jackets and similar articles);Vestes de matières textiles, pour femmes ou fillettes (autres que laine, poils fins, coton ou fibres synthétiques, autres qu'en bonneterie et sauf anoraks et articles simil.);Jacken aus Spinnstoffen, für Frauen oder Mädchen (ausg. aus Wolle oder feinen Tierhaaren, Baumwolle, synthetischen Chemiefasern oder aus Gewirken oder Gestricken sowie Windjacken und ähnl. Waren)
4;620441000010;;- Vestidos;;;
5;620441000080;6204.41;-- De lana o pelo fino;Women's or girls' dresses of wool or fine animal hair (excl. knitted or crocheted and petticoats);Robes de laine ou poils fins, pour femmes ou fillettes (autres qu'en bonneterie et sauf combinaisons et fonds de robes);Kleider aus Wolle oder feinen Tierhaaren, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterkleider)
5;620442000080;6204.42;-- De algodón;Women's or girls' dresses of cotton (excl. knitted or crocheted and petticoats);Robes de coton, pour femmes ou fillettes (autres qu'en bonneterie et sauf combinaisons et fonds de robes);Kleider aus Baumwolle, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterkleider)
5;620443000080;6204.43;-- De fibras sintéticas;Women's or girls' dresses of synthetic fibres (excl. knitted or crocheted and petticoats);Robes de fibres synthétiques, pour femmes ou fillettes (autres qu'en bonneterie et sauf combinaisons et fonds de robes);Kleider aus synthetischen Chemiefasern, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterkleider)
5;620444000080;6204.44;-- De fibras artificiales;Women's or girls' dresses of artificial fibres (excl. knitted or crocheted and petticoats);Robes de fibres artificielles, pour femmes ou fillettes (autres qu'en bonneterie et sauf combinaisons et fonds de robes);Kleider aus künstlichen Chemiefasern, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterkleider)
5;620449000080;6204.49;-- De las demás materias textiles;Women's or girls' dresses of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and petticoats);Robes de matières textiles, pour femmes ou fillettes (autres que laine, poils fins, coton, fibres synthétiques ou artificielles, autres qu'en bonneterie et sauf combinaisons et fonds de robes);Kleider aus Spinnstoffen, für Frauen oder Mädchen (ausg. aus Wolle oder feinen Tierhaaren, Baumwolle, Chemiefasern oder aus Gewirken oder Gestricken sowie Unterkleider)
4;620451000010;;- Faldas y faldas pantalón;;;
5;620451000080;6204.51;-- De lana o pelo fino;Women's or girls' skirts and divided skirts of wool or fine animal hair (excl. knitted or crocheted and petticoats);Jupes et jupes-culottes, de laine ou poils fins, pour femmes ou fillettes (autres qu'en bonneterie et sauf jupons);Röcke und Hosenröcke, aus Wolle oder feinen Tierhaaren, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterröcke)
5;620452000080;6204.52;-- De algodón;Women's or girls' skirts and divided skirts of cotton (excl. knitted or crocheted and petticoats);Jupes et jupes-culottes, de coton, pour femmes ou fillettes (autres qu'en bonneterie et sauf jupons);Röcke und Hosenröcke, aus Baumwolle, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterröcke)
5;620453000080;6204.53;-- De fibras sintéticas;Women's or girls' skirts and divided skirts of synthetic fibres (excl. knitted or crocheted and petticoats);Jupes et jupes-culottes, de fibres synthétiques, pour femmes ou fillettes (autres qu'en bonneterie et sauf jupons);Röcke und Hosenröcke, aus synthetischen Chemiefasern, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterröcke)
5;620459000080;6204.59;-- De las demás materias textiles;Women's or girls' skirts and divided skirts of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted and petticoats);Jupes et jupes-culottes, de matières textiles, pour femmes ou fillettes (autres que de laine, poils fins, coton ou fibres synthétiques, autres qu'en bonneterie et sauf jupons);Röcke und Hosenröcke, aus Spinnstoffen, für Frauen oder Mädchen (ausg. aus Wolle oder feinen Tierhaaren, Baumwolle, synthetischen Chemiefasern oder aus Gewirken oder Gestricken sowie Unterröcke)
4;620461000010;;- Pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts;;;
5;620461000080;6204.61;-- De lana o pelo fino;Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal hair (excl. knitted or crocheted, panties and swimwear);Pantalons, y.c. knickers et pantalons simil., salopettes à bretelles, culottes et shorts, de laine ou poils fins, pour femmes ou fillettes (autres qu'en bonneterie et sauf slips et maillots, culottes et slips de bain);"Hosen, lang ""einschl. Kniebundhosen und ähnl. Hosen"", Latzhosen und kurze Hosen, aus Wolle oder feinen Tierhaaren, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhosen und Badehosen)"
5;620462000080;6204.62;-- De algodón;Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excl. knitted or crocheted, panties and swimwear);Pantalons, y.c. knickers et pantalons simil., salopettes à bretelles, culottes et shorts, de coton, pour femmes ou fillettes (autres qu'en bonneterie et sauf slips et maillots, culottes et slips de bain);"Hosen, lang ""einschl. Kniebundhosen und ähnl. Hosen"", Latzhosen und kurze Hosen, aus Baumwolle, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhosen und Badehosen)"
5;620463000080;6204.63;-- De fibras sintéticas;Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excl. knitted or crocheted, panties and swimwear);Pantalons, y.c. knickers et pantalons simil., salopettes à bretelles, culottes et shorts, de fibres synthétiques, pour femmes ou fillettes (autres qu'en bonneterie et sauf slips et vêtements pour le bain);"Hosen, lang ""einschl. Kniebundhosen und ähnl. Hosen"", Latzhosen und kurze Hosen, aus synthetischen Chemiefasern, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhosen und Badehosen)"
5;620469000080;6204.69;-- De las demás materias textiles;Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, panties and swimwear);Pantalons, y.c. knickers et pantalons simil., salopettes à bretelles, culottes et shorts, de matières textiles, pour femmes ou fillettes (autres que de laine, poils fins, coton, fibres synthétiques ou artificielles, autres qu'en bonneterie et sauf slips et maillots, culottes et slips de bain);"Hosen, lang ""einschl. Kniebundhosen und ähnl. Hosen"", Latzhosen und kurze Hosen, aus Spinnstoffen, für Frauen oder Mädchen (ausg. aus Wolle oder feinen Tierhaaren, Baumwolle, synthetischen Chemiefasern oder aus Gewirken oder Gestricken sowie Unterhosen und Badehosen)"
3;620500000080;62.05; Camisas para hombres o niños;Men's or boys' shirts (excl. knitted or crocheted, nightshirts, singlets and other vests);Chemises et chemisettes, pour hommes ou garçonnets (autres qu'en bonneterie et sauf chemises de nuit et gilets de corps);Hemden für Männer oder Knaben (ausg. aus Gewirken oder Gestricken sowie Nachthemden und Unterhemden)
4;620520000080;6205.20;- De algodón;Men's or boys' shirts of cotton (excl. knitted or crocheted, nightshirts, singlets and other vests);Chemises et chemisettes, de coton, pour hommes ou garçonnets (autres qu'en bonneterie et sauf chemises de nuit et gilets de corps);Hemden aus Baumwolle, für Männer oder Knaben (ausg. aus Gewirken oder Gestricken sowie Nachthemden und Unterhemden)
4;620530000080;6205.30;- De fibras sintéticas o artificiales;Men's or boys' shirts of man-made fibres (excl. knitted or crocheted, nightshirts, singlets and other vests);Chemises et chemisettes, de fibres synthétiques ou artificielles, pour hommes ou garçonnets (autres qu'en bonneterie et sauf chemises de nuit et gilets de corps);Hemden aus Chemiefasern, für Männer oder Knaben (ausg. aus Gewirken oder Gestricken sowie Nachthemden und Unterhemden)
4;620590000080;6205.90;- De las demás materias textiles;Men's or boys' shirts of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, nightshirts, singlets and other vests);Chemises et chemisettes, de matières textiles, pour hommes ou garçonnets (autres que de coton, fibres synthétiques ou artificielles, autres qu'en bonneterie et sauf chemises de nuit et gilets de corps);Hemden aus Spinnstoffen, für Männer oder Knaben (ausg. aus Baumwolle, Chemiefasern oder aus Gewirken oder Gestricken sowie Nachthemden und Unterhemden)
3;620600000080;62.06; Camisas, blusas y blusas camiseras, para mujeres o niñas;Women's or girls' blouses, shirts and shirt-blouses (excl. knitted or crocheted and vests);Chemisiers, blouses, blouses-chemisiers et chemisettes, pour femmes ou fillettes (autres qu'en bonneterie et sauf gilets de corps et chemises de jour);Blusen und Hemdblusen, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhemden)
4;620610000080;6206.10;- De seda o desperdicios de seda;Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excl. knitted or crocheted and vests);Chemisiers, blouses, blouses-chemisiers et chemisettes, de soie ou de déchets de soie, pour femmes ou fillettes (autres qu'en bonneterie et sauf gilets de corps et chemises de jour);Blusen und Hemdblusen, aus Seide, Schappeseide oder Bourretteseide, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhemden)
4;620620000080;6206.20;- De lana o pelo fino;Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excl. knitted or crocheted and vests);Chemisiers, blouses, blouses-chemisiers et chemisettes, de laine ou poils fins, pour femmes ou fillettes (autres qu'en bonneterie et sauf gilets de corps et chemises de jour);Blusen und Hemdblusen, aus Wolle oder feinen Tierhaaren, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhemden)
4;620630000080;6206.30;- De algodón;Women's or girls' blouses, shirts and shirt-blouses of cotton (excl. knitted or crocheted and vests);Chemisiers, blouses, blouses-chemisiers et chemisettes, de coton, pour femmes ou fillettes (autres qu'en bonneterie et sauf gilets de corps et chemises de jour);Blusen und Hemdblusen, aus Baumwolle, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhemden)
4;620640000080;6206.40;- De fibras sintéticas o artificiales;Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excl. knitted or crocheted and vests);Chemisiers, blouses, blouses-chemisiers et chemisettes, de fibres synthétiques ou artificielles, pour femmes ou fillettes (autres qu'en bonneterie et sauf gilets de corps et chemises de jour);Blusen und Hemdblusen, aus Chemiefasern, für Frauen oder Mädchen (ausg. aus Gewirken oder Gestricken sowie Unterhemden)
4;620690000080;6206.90;- De las demás materias textiles;Women's or girls' blouses, shirts and shirt-blouses of textile materials (excl. of silk, silk waste, wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and vests);Chemisiers, blouses, blouses-chemisiers et chemisettes, de matières textiles, pour femmes ou fillettes (autres que de laine, poils fins, coton, fibres synthétiques ou artificielles, soie et déchets de soie, autres qu'en bonneterie et sauf gilets de corps et chemises de jour);Blusen und Hemdblusen, aus Spinnstoffen, für Frauen oder Mädchen (ausg. aus Seide, Schappeseide, Bourretteseide, Wolle, feinen Tierhaaren, Baumwolle, Chemiefasern oder aus Gewirken oder Gestricken sowie Unterhemden)
3;620700000080;62.07; Camisetas, calzoncillos, incluidos los largos y los slips, camisones, pijamas, albornoces de baño, batas de casa y artículos similares, para hombres o niños;Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles (excl. knitted or crocheted);Gilets de corps, slips, caleçons, chemises de nuit, pyjamas, peignoirs de bain, robes de chambre et articles simil., pour hommes ou garçonnets (autres qu'en bonneterie);Unterhemden, Slips und andere Unterhosen, Nachthemden, Schlafanzüge, Bademäntel und -jacken, Hausmäntel und ähnl. Waren, für Männer oder Knaben (ausg. aus Gewirken oder Gestricken)
4;620711000010;;- Calzoncillos, incluidos los largos y los slips;;;
5;620711000080;6207.11;-- De algodón;Men's or boys' underpants and briefs of cotton (excl. knitted or crocheted);Slips et caleçons, de coton, pour hommes ou garçonnets (autres qu'en bonneterie);Slips und andere Unterhosen, aus Baumwolle, für Männer oder Knaben (ausg. aus Gewirken oder Gestricken)
5;620719000080;6207.19;-- De las demás materias textiles;Men's or boys' underpants and briefs of textile materials (excl. cotton and knitted or crocheted);Slips et caleçons, de matières textiles, pour hommes ou garçonnets (autres que de coton et autres qu'en bonneterie);Slips und andere Unterhosen, aus Spinnstoffen, für Männer oder Knaben (ausg. aus Baumwolle sowie aus Gewirken oder Gestricken)
4;620721000010;;- Camisones y pijamas;;;
5;620721000080;6207.21;-- De algodón;Men's or boys' nightshirts and pyjamas of cotton (excl. knitted or crocheted, vests, singlets and underpants);Chemises de nuit et pyjamas, de coton, pour hommes ou garçonnets (autres qu'en bonneterie et sauf gilets de corps et slips et caleçons);Nachthemden und Schlafanzüge, aus Baumwolle, für Männer oder Knaben (ausg. aus Gewirken oder Gestricken sowie Unterhemden und Unterhosen)
5;620722000080;6207.22;-- De fibras sintéticas o artificiales;Men's or boys' nightshirts and pyjamas of man-made fibres (excl. knitted or crocheted, vests, singlets and underpants);Chemises de nuit et pyjamas, de fibres synthétiques ou artificielles, pour hommes ou garçonnets (autres qu'en bonneterie et sauf gilets de corps et slips et caleçons);Nachthemden und Schlafanzüge, aus Chemiefasern, für Männer oder Knaben (ausg. aus Gewirken oder Gestricken sowie Unterhemden und Unterhosen)
5;620729000080;6207.29;-- De las demás materias textiles;Men's or boys' nightshirts and pyjamas of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, vests, singlets and underpants);Chemises de nuit et pyjamas, de matières textiles, pour hommes ou garçonnets (autres que de coton, fibres synthétiques ou artificielles, autres qu'en bonneterie et sauf gilets de corps et slips et caleçons);Nachthemden und Schlafanzüge, aus Spinnstoffen, für Männer oder Knaben (ausg. aus Baumwolle oder Chemiefasern oder aus Gewirken oder Gestricken sowie Unterhemden und Unterhosen)
